mangaid,objra,objdec,z,emline_sflux_cen_oiii_5008,emline_sflux_1re_oiii_5008,emline_sflux_tot_oiii_5008,emline_sflux_cen_nii_6549,emline_sflux_1re_nii_6549,emline_sflux_tot_nii_6549,emline_sflux_cen_sii_6718,emline_sflux_1re_sii_6718,emline_sflux_tot_sii_6718,emline_sflux_cen_sii_6732,emline_sflux_1re_sii_6732,emline_sflux_tot_sii_6732,emline_sflux_cen_oi_6302,emline_sflux_1re_oi_6302,emline_sflux_tot_oi_6302,emline_sflux_cen_ha_6564,emline_sflux_1re_ha_6564,emline_sflux_tot_ha_6564,emline_sflux_cen_hb_4862,emline_sflux_1re_hb_4862,emline_sflux_tot_hb_4862,emline_sflux_cen_hdel_4102,emline_sflux_1re_hdel_4102,emline_sflux_tot_hdel_4102
1-248289,240.91242980957,41.1530570983887,0.0341391,34.85012,113.4284,151.1678,21.6071,61.38148,91.80868,19.95716,53.79812,60.84661,24.85581,57.52007,77.54343,17.4437,22.13839,56.34773,39.48839,117.6297,162.2894,-10.20058,-45.47288,-53.7267,-14.60412,-51.02479,-73.17491
1-247976,239.436645507813,41.7095260620117,0.0238109,79.79582,548.8284,1484.485,89.07477,530.3259,1069.752,139.4075,825.101,1801.296,101.3576,616.8436,1350.885,18.19029,116.4834,374.9867,706.9005,4491.76,9412.603,201.5921,1285.182,2701.653,49.62848,308.2078,636.2845
1-247976,239.436645507813,41.7095260620117,0.0238109,79.79588,548.8285,1264.353,89.07498,530.3265,983.3919,139.4075,825.1008,1624.072,101.3577,616.8441,1216.616,18.1903,116.4834,284.9687,706.8995,4491.757,8526.503,201.5927,1285.185,2436.514,49.62926,308.2067,591.6198
1-210112,242.695861816406,41.9836692810059,0.0385502,159.5006,673.8197,1357.56,18.96679,67.10494,140.1786,67.64733,250.1057,533.418,47.05701,173.9902,367.0319,12.92355,46.08585,111.2003,300.9679,1208.944,2456.95,93.1008,370.7346,768.8656,22.84393,86.24228,182.7172
1-210112,242.695861816406,41.9836692810059,0.0385502,159.5005,673.8196,1048.865,18.96708,67.10539,102.6729,67.64741,250.1057,388.0244,47.05701,173.9902,268.2506,12.92355,46.08587,74.58256,300.9682,1208.945,1861.357,93.09985,370.7345,577.246,22.84221,86.24461,137.1612
1-247980,239.697540283203,41.9380989074707,0.0387147,29.84667,277.5714,720.7495,39.95119,529.8901,1030.146,43.67674,591.839,1274.116,30.02954,405.6089,875.1868,15.04574,150.915,314.1147,124.5608,3378.783,6938.45,26.51005,817.0104,1791.372,0.1203994,143.8605,352.4126
1-247980,239.697540283203,41.9380989074707,0.0387147,29.84649,277.5708,567.0578,39.95127,529.8907,903.2313,43.67677,591.839,1086.207,30.02957,405.6089,743.7366,15.04576,150.9148,259.9631,124.561,3378.784,6033.375,26.50963,817.0073,1535.35,0.1199755,143.8609,295.6761
1-248357,239.987945556641,41.4777755737305,0.0332509,27.62362,191.1879,452.6382,27.36044,261.0793,530.2768,29.02034,299.8245,746.8976,25.65503,213.0401,505.0587,13.63201,89.45317,221.6045,47.98489,1147.746,2947.559,6.23993,249.6585,747.2822,-7.065126,31.48605,150.561
1-248357,239.987945556641,41.4777755737305,0.0332509,27.6235,191.1885,257.608,27.36097,261.0794,367.7271,29.01988,299.8242,452.5001,25.65512,213.0401,313.4668,13.63186,89.45301,129.7654,47.98289,1147.745,1829.054,6.239584,249.6615,429.1569,-7.064016,31.49039,74.69982
1-560834,234.553970336914,38.174186706543,0.0640306,4.358288,7.242386,7.003919,0.5347122,-3.282896,-31.22208,1.970044,22.64744,50.9571,3.089506,21.35262,56.85446,5.771664,1.886528,-19.41291,-0.2271177,-0.09521575,27.16359,-1.463484,-12.04585,3.10868,3.002486,57.21721,296.5353
1-560834,234.553970336914,38.174186706543,0.0640306,4.363368,8.39565,8.864789,0.5349685,-1.300386,-2.844256,1.971175,14.81351,18.20772,3.088266,13.60372,15.1479,5.786374,5.361067,5.889254,-0.2235048,2.262916,2.040543,-1.452389,-10.28159,-11.44196,3.018299,29.23112,34.98149
1-236745,234.883331298828,38.1637153625488,0.0648788,22.15311,62.75185,92.54429,30.23963,58.6013,23.25764,27.00332,61.10618,62.35775,25.74203,66.78699,76.07451,11.2309,22.38753,30.9061,29.0252,43.80101,14.42206,-6.876085,-45.77589,-64.16067,-12.24623,-77.77517,-213.7111
1-236745,234.883331298828,38.1637153625488,0.0648788,22.15285,58.6749,59.24625,30.23891,64.80841,64.39443,27.00328,59.62843,59.4736,25.7421,63.97205,64.10971,11.22941,23.6101,23.84212,29.02477,50.25267,49.73688,-6.876447,-40.11359,-40.17961,-12.24544,-56.84813,-58.64952
1-322802,236.26741027832,39.8598327636719,0.0780127,7.411093,44.50959,207.0889,14.72635,107.8014,295.5798,9.815524,110.1857,421.8264,7.21161,74.97217,270.8684,10.17418,27.47697,61.68403,34.11372,607.8378,1843.812,-1.503592,108.9202,419.4877,1.042788,29.81146,95.95724
1-322802,236.26741027832,39.8598327636719,0.0780127,7.411852,40.41927,47.27631,14.72632,96.36868,110.5456,9.815402,96.69958,115.0643,7.211392,65.2452,78.51083,10.17368,25.91514,28.84814,34.11286,531.6966,621.483,-1.502444,91.6738,114.0021,1.042343,24.08655,28.67332
1-322806,236.096084594727,39.5589485168457,0.0479339,11.5247,70.01658,282.4911,9.513579,78.53787,225.7452,14.77106,116.6832,362.3252,6.782451,74.24635,245.0738,1.885398,26.71825,66.89313,55.7413,523.6727,1620.481,12.19542,117.3772,398.6231,1.445684,22.2204,75.05059
1-322806,236.096084594727,39.5589485168457,0.0479339,11.52467,70.01628,145.5143,9.513555,78.53808,148.909,14.77106,116.6833,225.9938,6.782408,74.24635,148.1553,1.885386,26.71826,44.83229,55.74131,523.6732,1037.793,12.19535,117.3767,241.1973,1.445701,22.22003,47.66514
1-322787,235.920486450195,39.540355682373,0.0634711,50.14711,294.6475,662.4022,119.1688,509.9171,718.9116,50.93348,507.0667,969.8782,43.3597,354.1411,644.4898,14.3894,128.7074,231.0133,558.1809,3219.491,5384.292,120.985,772.9362,1383.228,36.39771,209.4846,380.2064
1-322787,235.920486450195,39.540355682373,0.0634711,50.14683,280.7777,305.7042,119.1688,490.3529,517.2422,50.93357,478.1348,523.4806,43.35966,334.9032,365.288,14.3894,121.9522,131.0161,558.1819,3059.954,3293.945,120.9836,733.3871,793.6545,36.39891,198.3535,212.8757
1-322680,235.759078979492,38.6604995727539,0.0373622,8.320004,12.54413,40.93422,1.005966,2.879362,13.42332,-0.1976897,-0.6851802,5.318604,2.026244,1.864907,-4.752755,2.56753,5.718243,14.06158,2.360836,3.76198,13.05869,1.417707,1.969857,7.775012,-0.2820418,-1.441811,-8.608716
1-322680,235.759078979492,38.6604995727539,0.0373622,8.330179,12.5316,22.8735,0.9831427,2.783049,6.638972,-0.1941203,-0.6174298,1.026848,2.012691,2.006752,0.6765835,2.627236,5.810686,9.926978,2.342714,3.716429,7.009738,1.403975,2.044824,1.423826,-0.3523057,-1.465009,-3.756301
1-323026,237.451400756836,38.0029220581055,0.0305689,1.397113,5.301875,9.493383,3.319163,3.970206,10.10424,-1.149735,3.098552,8.576653,1.273734,5.759094,17.91791,2.175909,2.191669,-1.627663,-0.02580577,1.732094,21.30004,-6.563007,-11.71817,-22.23986,-5.34222,-7.504856,-5.974852
1-323026,237.451400756836,38.0029220581055,0.0305689,1.404796,6.280255,6.516145,1.166183,1.685338,6.166525,-0.341923,3.884476,8.204121,1.569878,6.231952,16.55859,-1.643974,-2.01507,-6.109032,3.670045,5.089743,11.19516,-7.202158,-12.73647,-23.64567,-6.243641,-8.329759,-7.609948
1-322679,235.709487915039,38.2238426208496,0.0405057,9.422754,32.99494,120.4213,4.420516,17.5661,59.59642,5.151904,21.25493,105.0493,3.849524,18.8323,82.38194,2.544027,8.749558,60.85824,18.56157,88.67667,458.2365,-0.006095238,18.2586,136.287,-1.054451,2.166403,4.201263
1-322679,235.709487915039,38.2238426208496,0.0405057,9.422926,31.70855,40.6429,4.420331,16.58889,21.85079,5.151901,20.22577,29.49219,3.849591,17.82372,25.44388,2.543675,8.38016,12.74418,18.56203,83.50268,123.0202,-0.005890831,16.85847,29.89328,-1.054362,1.812814,4.365533
1-322671,235.797027587891,39.2387733459473,0.0637475,3.588099,8.225241,18.49626,0.7321558,3.236562,3.453386,1.117626,4.334901,-4.19309,-0.1021406,2.42026,0.5193933,16.83811,25.08279,23.87242,-1.634197,0.6857943,-24.82143,-11.48207,-26.28377,-41.5189,-4.190959,-6.204886,-51.17435
1-322671,235.797027587891,39.2387733459473,0.0637475,4.242393,9.035599,12.66056,0.5085085,3.037215,1.894988,1.123173,4.460558,3.736855,-0.1888922,2.189683,2.857228,17.25893,25.43957,24.34429,-2.383546,-0.1090866,-7.094789,-11.8105,-26.6723,-31.35543,-5.417282,-7.335174,-11.1758
1-560826,236.165725708008,38.4253578186035,0.0759358,36.90674,130.9592,170.8181,41.71516,121.357,139.7578,23.60576,91.62809,109.7419,25.81062,50.43437,17.04538,16.0142,39.81733,45.56559,38.00541,135.6736,160.4355,1.944723,-4.861268,-14.589,-28.82821,-55.79489,-64.03881
1-560826,236.165725708008,38.4253578186035,0.0759358,36.90685,130.891,156.8945,41.71538,121.3003,133.6395,23.60546,92.12064,103.3183,25.81079,49.86083,30.07856,16.01414,39.76036,43.29893,38.00263,135.2858,151.9429,1.945369,-4.884992,-13.26328,-28.83201,-55.87283,-61.03678
1-323055,237.888153076172,38.2994384765625,0.0328705,0.09659007,9.548885,14.54937,2.861245,4.477055,-2.972292,3.746754,10.38248,9.232203,2.22643,9.69001,10.28925,-3.150813,-0.469385,6.879609,3.872795,9.333355,7.876776,-3.344591,-16.9669,-38.36483,-1.729529,-5.088177,0.3028
1-323055,237.888153076172,38.2994384765625,0.0328705,0.5156692,10.39262,17.88814,2.688405,4.77917,3.461624,3.634051,10.56544,9.457778,2.329087,9.638996,9.34434,-2.923951,-0.5706041,-0.4202422,3.976539,9.28015,11.35602,-3.133528,-16.34663,-29.13376,-1.779882,-5.45571,-6.93613
1-322974,237.167053222656,37.5082740783691,0.0405526,42.08523,277.2317,885.4438,33.10819,164.9004,296.4358,69.22456,359.3901,771.6143,47.47412,258.9678,571.3522,12.87011,71.77721,243.9355,329.8713,1768.141,3932.086,92.88007,504.2289,1170.176,20.8708,115.9705,232.8866
1-322974,237.167053222656,37.5082740783691,0.0405526,42.08519,277.2315,503.3157,33.10818,164.9004,236.9968,69.22453,359.3902,544.0297,47.47409,258.9678,394.0039,12.87011,71.77718,122.3877,329.8714,1768.141,2708.406,92.87977,504.2268,789.0523,20.87166,115.9698,177.8134
1-560832,234.448165893555,38.2756004333496,0.0640888,6.946977,13.68925,1.650648,-2.574538,-2.535525,17.11653,1.616311,16.87557,37.11822,4.488876,7.578674,28.73545,2.354482,6.009917,52.3409,1.648189,10.26182,75.54473,-6.53005,-15.6467,-29.10122,-4.57822,-17.70042,-37.298
1-560832,234.448165893555,38.2756004333496,0.0640888,6.9443,13.57072,12.00084,-2.577563,-2.431294,0.2191183,1.609301,16.37311,20.69107,4.49361,7.343575,10.03768,2.36084,6.13066,8.842903,1.658177,10.32766,17.52734,-6.526231,-14.38317,-17.45774,-4.577952,-17.07153,-18.19901
1-322768,235.057235717773,39.9041366577148,0.082225,26.6794,112.2537,139.3734,35.86851,134.5871,157.995,24.30854,104.5044,124.4079,19.44746,75.12872,78.92075,10.30298,55.15993,64.84453,47.04979,308.2254,414.1112,9.305169,34.04701,35.76001,-3.527287,-10.56404,-33.81907
1-322768,235.057235717773,39.9041366577148,0.082225,26.67978,92.7992,93.74278,35.87017,111.2227,112.21,24.30914,85.88381,86.66181,19.44806,57.07397,57.17747,10.30116,36.81322,37.41193,47.04951,218.3238,222.1246,9.305857,31.17658,31.38414,-3.526714,-10.89442,-11.46407
1-633211,235.779174804688,39.1513481140137,0.0638318,6.563236,27.41936,39.77826,3.710871,21.66015,31.02513,10.16919,25.02439,50.27611,7.089618,9.200238,14.79632,9.113705,7.686369,5.365627,1.853648,19.8125,37.15136,-10.85017,-37.17933,-48.84921,-5.254604,-16.0335,-20.40969
1-633211,235.779174804688,39.1513481140137,0.0638318,6.887226,24.92141,25.60629,3.932589,19.59682,20.65117,10.38519,24.78051,26.68278,7.452406,10.44585,11.65589,9.181626,7.423998,7.139368,1.849835,16.70287,17.83134,-11.05598,-38.34847,-39.91722,-5.451762,-12.13324,-12.78209
1-322784,235.786087036133,40.0485534667969,0.0625553,16.98313,54.44968,84.03488,29.42998,100.8481,157.9102,36.08466,139.0295,221.9156,16.47347,84.72971,144.2115,7.218475,32.30037,66.29602,197.9868,782.0184,1107.043,36.52378,143.7296,206.0924,2.793754,12.81452,-75.10602
1-322784,235.786087036133,40.0485534667969,0.0625553,16.98373,54.45041,69.32767,29.43002,100.8482,127.8933,36.08456,139.0295,176.8703,16.47343,84.72955,108.3084,7.218463,32.30027,43.34355,197.9865,782.0176,964.4722,36.52596,143.7322,179.3112,2.79268,12.81306,6.866648
1-236776,235.2080078125,38.5134582519531,0.0437472,29.76382,89.17192,156.375,44.28971,125.5289,224.2353,44.59184,140.64,282.5694,35.71387,107.0443,210.5585,10.69996,31.77645,76.79066,229.7718,689.5925,1309.823,47.23747,164.3241,320.3937,9.105021,34.01564,54.75708
1-236776,235.2080078125,38.5134582519531,0.0437472,29.7638,88.54766,113.7318,44.28974,125.0002,166.8293,44.59176,139.893,193.6913,35.71387,106.3625,144.1643,10.69995,31.51159,41.26812,229.7714,686.2208,958.0687,47.23737,163.4304,234.5088,9.105204,33.60355,47.03964
1-259185,192.269927978516,43.8331680297852,0.074142,21.23963,99.74216,136.6821,27.22766,74.85983,55.16999,25.63213,65.92654,32.65912,19.12664,46.19279,26.42872,8.444532,24.41978,-1.354447,40.23304,139.2524,187.0376,6.739235,35.89815,52.73205,1.481088,-23.58787,-13.5071
1-259185,192.269927978516,43.8331680297852,0.074142,21.23933,87.60261,88.25672,27.22763,75.63746,75.20403,25.63226,68.77583,68.24303,19.12667,47.48384,46.7933,8.444552,22.81178,22.06518,40.23326,128.3796,129.2099,6.738734,30.31158,30.66217,1.48096,-17.94976,-17.95645
1-259136,193.433364868164,43.2498626708984,0.0724285,13.87837,38.65941,66.13017,9.626405,25.41051,44.22688,8.51861,23.42329,80.62064,10.35521,18.57191,64.47567,2.753729,1.728392,-20.77416,13.10889,39.59769,85.09855,5.043354,18.26622,38.70615,-4.41181,-22.31628,-25.45256
1-259136,193.433364868164,43.2498626708984,0.0724285,13.88055,36.88226,40.34987,9.625008,23.99457,27.96412,8.519984,21.07467,24.83605,10.35372,16.62573,20.51102,2.753012,2.163306,-0.7505689,13.10861,36.27782,40.71209,5.042898,16.43456,17.16529,-4.408638,-20.73557,-23.51351
1-259108,194.650009155273,44.5307884216309,0.0718984,7.451516,90.82202,111.5251,11.81192,102.0413,150.4699,13.97443,146.9948,201.2966,10.73726,106.5007,161.9146,6.936158,44.45341,69.67351,50.66957,649.6198,853.7589,10.38278,141.1638,165.0722,1.152087,22.91088,36.88749
1-259108,194.650009155273,44.5307884216309,0.0718984,7.451583,54.84108,55.17767,11.81182,67.97442,68.91563,13.97436,89.93102,91.03763,10.7373,66.6336,67.58681,6.936119,28.9992,29.43251,50.6692,409.6266,413.642,10.38323,86.78915,87.32994,1.153149,13.65051,13.94105
1-259142,193.703994750977,44.1555671691895,0.0543234,169.4903,540.7704,646.0469,123.2114,421.3752,563.2654,121.1034,452.9782,664.2189,99.6355,366.9933,520.4517,51.61092,141.202,179.1225,165.8447,1024.861,1837.627,39.91926,207.7572,374.7333,-11.73513,5.87168,18.33583
1-259142,193.703994750977,44.1555671691895,0.0543234,169.4908,507.175,510.8364,123.215,381.5766,386.6092,121.1049,401.0153,408.6047,99.63264,325.5341,330.6426,51.61109,130.2815,131.2952,165.8448,817.8475,848.435,39.92061,166.9442,172.8506,-11.73615,-6.623763,-5.884819
1-259104,193.85595703125,43.9380645751953,0.038735,4.590458,68.84801,431.9206,1.777096,16.79002,39.89505,5.865757,71.11942,220.3848,3.363574,40.69926,137.0119,0.5210561,10.02573,44.69413,23.59463,266.902,1040.8,4.960284,77.6217,312.7682,2.998424,22.15647,68.21667
1-259104,193.85595703125,43.9380645751953,0.038735,4.590492,22.85845,26.76901,1.777076,6.966074,7.341273,5.865745,26.9025,29.0581,3.363569,14.80899,16.18141,0.5210386,3.233046,3.753456,23.59446,98.54408,108.6192,4.960528,26.86987,30.00714,2.998084,9.310709,9.962638
1-283711,192.831298828125,42.434944152832,0.094444,17.37901,6.720153,75.5881,6.608093,2.407355,41.76309,9.533599,3.308698,32.10659,0.8734037,0.3729767,1.370865,4.901036,2.2232,22.92566,13.88051,5.303887,66.24937,-0.454605,-0.2287083,10.0175,-0.1382206,-0.1676774,0.6958811
1-283711,192.831298828125,42.434944152832,0.094444,17.37898,6.720152,40.59582,6.608082,2.407318,19.15176,9.533508,3.308687,23.83995,0.8733846,0.3729998,4.028197,4.901097,2.223172,11.15494,13.88038,5.303885,34.57789,-0.4547007,-0.2286637,0.2072237,-0.1386506,-0.1678029,-0.7879676
1-559020,193.894271850586,42.3482780456543,0.0643402,337.8484,-999,337.8484,0.3831519,-999,0.3831519,5.648591,-999,5.648591,5.90324,-999,5.90324,0.5160299,-999,0.5160299,157.714,-999,157.714,52.08562,-999,52.08562,12.29932,-999,12.29932
1-559020,193.894271850586,42.3482780456543,0.0643402,7.344388,-999,7.344388,0.008397417,-999,0.008397417,0.1228266,-999,0.1228266,0.1282383,-999,0.1282383,0.0110519,-999,0.0110519,3.428674,-999,3.428674,1.132527,-999,1.132527,0.2678216,-999,0.2678216
1-284174,194.48046875,42.9372863769531,0.0352464,10.74509,26.56111,68.44431,2.090004,6.423355,17.64383,6.693815,14.27151,29.9516,2.955656,9.286274,29.4705,4.153782,10.0437,34.04093,16.91904,44.89346,155.4408,4.609847,12.22297,43.17431,-0.04711929,4.320825,13.71932
1-284174,194.48046875,42.9372863769531,0.0352464,10.74507,24.60577,30.11212,2.090267,5.879111,7.514064,6.693878,13.37708,15.6331,2.955706,8.543061,11.09573,4.153837,9.297823,11.49349,16.91911,41.02644,52.7841,4.61015,11.27146,14.97965,-0.04664003,3.203681,4.842207
1-259117,193.666717529297,43.8700752258301,0.0389212,5.603172,29.57365,53.41106,1.217336,11.15802,13.48457,2.676438,24.20253,37.22064,7.642698,31.46487,38.8576,-12.56642,-22.69345,-35.41314,-11.1705,-7.682519,-14.81811,-3.33719,-8.278422,14.08194,-3.806866,-28.17585,-51.2244
1-259117,193.666717529297,43.8700752258301,0.0389212,5.620306,28.28746,42.67912,1.267374,11.19338,11.93972,2.677292,22.77785,27.31062,7.673394,30.98368,35.545,-12.58802,-21.83076,-30.90036,-11.22126,-7.763797,-10.96563,-3.35576,-7.671311,7.28924,-3.883229,-27.66061,-45.13463
1-259538,194.917190551758,44.3308715820313,0.044482,13.85694,17.186,65.69511,12.86761,15.12056,58.5019,8.94768,10.45636,33.85096,-0.535936,0.04675142,23.30859,1.949238,1.294402,16.21269,12.51378,15.78179,78.26157,-0.04613624,-0.4382313,17.92014,-5.369603,-6.572372,-4.005672
1-259538,194.917190551758,44.3308715820313,0.044482,13.85749,17.17665,43.76741,12.86468,15.1289,40.29953,8.945532,10.48732,24.20084,-0.5350766,0.04919997,10.76122,1.946729,1.310728,9.099354,12.51449,15.77067,50.02792,-0.04759848,-0.4361574,8.53995,-5.371161,-6.563797,-8.008431
1-284230,195.331588745117,43.277214050293,0.0456365,-0.09323815,3.818333,17.24924,1.324117,-1.123562,-7.757463,-0.1932667,2.436821,6.354294,-0.7441163,-1.022425,1.673629,-0.3374669,-2.032881,-26.13782,5.287037,10.69211,49.26066,1.355462,10.81026,22.87195,0.6331621,1.149837,5.708865
1-284230,195.331588745117,43.277214050293,0.0456365,-0.06001126,2.817006,3.324307,1.353279,0.2127382,-0.2371097,-0.181338,1.916165,2.071072,-0.705198,-1.284965,-1.270481,-0.3374885,-0.6494895,-2.335222,5.28462,8.92147,10.75418,1.348938,8.094384,8.576364,0.6217582,0.5235216,0.9796224
1-259195,191.67463684082,43.3090400695801,0.0404954,17.15244,84.3901,246.9645,11.76539,56.75238,108.0504,30.06249,142.1725,320.7728,20.11251,98.15949,235.3757,4.139986,23.99142,72.82533,122.4876,589.8893,1381.651,31.00772,156.2364,376.5877,8.375086,28.24963,56.83329
1-259195,191.67463684082,43.3090400695801,0.0404954,17.15243,83.896,142.5875,11.76542,56.35259,78.88444,30.0625,141.3539,206.7704,20.11252,97.52788,145.5775,4.13998,23.92395,39.47185,122.4877,586.4643,878.2496,31.0079,155.2757,235.994,8.374917,28.07467,43.47247
1-259537,194.925033569336,43.7531814575195,0.0578109,20.90506,207.2475,477.1266,38.49337,497.1594,1068.931,24.13393,460.0663,1176.018,17.52734,332.1348,815.0854,14.48492,133.0592,274.2777,238.2626,3697.352,7766.437,37.5633,716.3352,1627.746,5.327891,135.108,302.9311
1-259537,194.925033569336,43.7531814575195,0.0578109,20.90506,207.2478,417.6457,38.49335,497.159,970.7548,24.13396,460.0665,1034.995,17.52731,332.1344,724.2825,14.48492,133.0591,245.4864,238.2627,3697.351,7140.252,37.56316,716.3351,1476.899,5.328465,135.1117,282.5177
1-284197,194.885391235352,42.7589263916016,0.0239625,10.82287,300.738,318.9082,4.30121,59.40574,62.8855,10.66892,211.4566,226.2317,9.953291,170.8434,185.1096,1.701167,45.36254,49.02185,33.15517,762.491,804.0232,10.03366,254.7932,276.9843,3.99814,18.97459,18.70932
1-284197,194.885391235352,42.7589263916016,0.0239625,10.49343,80.68216,80.8527,4.214192,18.98606,19.01523,10.22307,57.62153,57.76702,9.485266,45.36654,45.49158,1.697398,12.21842,12.24934,31.90873,215.211,215.5993,9.680905,68.85061,69.04638,3.844094,16.3843,16.36247
1-259175,192.421752929688,44.2993583679199,0.0502435,26.89132,115.6421,381.5814,85.46613,271.282,515.8254,77.38214,294.628,674.7341,66.57792,226.3399,496.1338,14.07088,54.37281,134.8185,442.0743,1563.458,3310.271,73.24274,334.1796,825.3205,14.1423,64.41143,162.9893
1-259175,192.421752929688,44.2993583679199,0.0502435,26.8914,115.6423,204.8423,85.46609,271.2823,390.9406,77.38209,294.6277,464.4911,66.57792,226.34,343.1875,14.07084,54.37268,88.73911,442.0738,1563.456,2384.587,73.24377,334.1814,558.228,14.14214,64.40926,112.2316
1-259160,192.977005004883,44.0934028625488,0.0242658,9.971868,344.4128,842.059,5.517472,76.52571,147.6167,11.93192,227.8422,500.9069,7.924897,151.9025,316.7374,0.6618837,51.27958,131.9549,39.20118,955.5356,2070.156,13.87541,322.1437,694.2453,1.17568,81.75758,175.7153
1-259160,192.977005004883,44.0934028625488,0.0242658,9.971869,89.26255,92.94852,5.517501,27.10922,27.63872,11.93193,68.34225,70.32152,7.924911,47.84529,49.05737,0.6618667,10.23336,10.8136,39.20127,282.7625,290.9448,13.87543,101.2533,103.991,1.176316,22.53936,23.28333
1-259650,196.611053466797,45.2890014648438,0.0509001,37.16722,194.5142,314.562,24.54573,130.2597,128.5785,35.13585,178.9823,6.459267,23.69045,117.9434,24.65447,7.098495,77.17368,98.8512,46.31487,279.1022,357.4039,9.461029,72.69288,90.27633,-11.69658,-33.36137,-31.75133
1-259650,196.611053466797,45.2890014648438,0.0509001,37.30183,188.5621,195.51,24.49232,126.4468,127.5847,35.09721,171.7319,171.9384,23.60689,110.3862,112.6426,7.157158,75.26018,75.84206,46.9001,265.9795,271.2694,9.45323,69.97583,71.34029,-11.76949,-32.39545,-33.06696
